timestamp,Everything,No DishWasher,No WashingMach,Everything1,Everything2,No DishWasher1,No DishWasher2,No WashingMach1,No WashingMach2,Solar Production,Prosumer 1 (Everything1-PV),Consumer 1 (Everything),EV,Prosumer for EV (No DishWasher2-PV)
01/07/2021 00:00,257.1570757,40,207.6666667,232.0426064,223.2521974,284,265.9923273,509.7,42,0,232.0426064,257.1570757,7000,265.9923273
01/07/2021 00:15,273.4904091,40,144.3333333,335.620879,223.2521974,130.7333333,254.8237424,376.3666667,42,0,335.620879,273.4904091,7000,254.8237424
01/07/2021 00:30,349.4904091,40,43,178.3333333,304.8840658,54.66666667,254.8237424,277.4333333,42,0,178.3333333,349.4904091,7000,254.8237424
01/07/2021 00:45,138.9726626,40,43,320,243.0333333,282,352.4237424,196.0333333,42,0,320,138.9726626,7000,352.4237424
01/07/2021 01:00,52,142.6666667,43,267.6,191.7,93.33333333,322.0354929,298.7,143.3333333,0,267.6,52,7000,322.0354929
01/07/2021 01:15,103.6666667,84,81,66.66666667,191.7,42,355,196.0333333,206.6666667,0,66.66666667,103.6666667,7000,355
01/07/2021 01:30,234.6666667,40,233,201,191.7,42,279,188.7,42,0,201,234.6666667,7000,279
01/07/2021 01:45,242,40,81,56.33333333,191.7,42,165,188.7,42,0,56.33333333,242,7000,165
01/07/2021 02:00,77.33333333,40,43,46,272.3666667,109.3333333,140.6,188.7,42,0,46,77.33333333,7000,140.6
01/07/2021 02:15,52,40,43,236,265.0333333,278.6666667,43,188.7,42,0,236,52,7000,43
01/07/2021 02:30,52,54.66666667,43,193.3333333,191.7,42,43,291.3666667,105.3333333,0,193.3333333,52,7000,43
01/07/2021 02:45,52,150,144.3333333,201,191.7,42,144.3333333,210.7,232,0,201,52,7000,144.3333333
01/07/2021 03:00,363.6666667,62,207.6666667,56.33333333,191.7,42,233,188.7,54.66666667,0,56.33333333,363.6666667,7000,233
01/07/2021 03:15,190,40,43,46,191.7,42,68.33333333,188.7,42,0,46,190,7000,68.33333333
01/07/2021 03:30,52,40,43,84,114.6666667,186,43,188.7,42,0,84,52,7000,43
01/07/2021 03:45,52,40,43,256.6666667,151.3333333,202,43,188.7,42,0,256.6666667,52,7000,43
01/07/2021 04:00,52,40,43,289.6666667,56,42,43,276.7,67.33333333,0,289.6666667,52,7000,43
01/07/2021 04:15,178.6666667,76.66666667,207.6666667,56.33333333,56,42,43,225.3666667,232,0,56.33333333,178.6666667,0,43
01/07/2021 04:30,240.6666667,150,144.3333333,46,56,42,233,188.7,92.66666667,0,46,240.6666667,0,233
01/07/2021 04:45,186.3333333,40,43,46,56,64,169.6666667,188.7,42,0,46,186.3333333,0,169.6666667
01/07/2021 05:00,52,40,43,142.6666667,92.66666667,240.6666667,43,188.7,42,0,142.6666667,52,0,43
01/07/2021 05:15,52,40,43,391,166,125.3333333,43,161.56,42,0,391,52,0,43
01/07/2021 05:30,128,40,81,107,63.33333333,42,43,126.3333333,42,4,103,128,0,39
01/07/2021 05:45,229.3333333,79.66666667,233,46,56,42,43,104.3333333,219.3333333,7,39,229.3333333,0,36
01/07/2021 06:00,52,194.3333333,81,46,56,42,131.6666667,53,130.6666667,9,37,52,0,122.6666667
01/07/2021 06:15,196.6666667,282.3333333,43,66.66666667,56,115.3333333,233,53,42,5,61.66666667,196.6666667,0,228
01/07/2021 06:30,157,46.93333333,982.2,328.3333333,70.66666667,222,81,53,47.33333333,12,316.3333333,157,0,69
01/07/2021 06:45,213.3333333,40,1333.666667,299.6666667,166,92.66666667,43,490.1333333,87.33333333,16,283.6666667,213.3333333,0,27
01/07/2021 07:00,402,40,833.4,173.3333333,85.33333333,42,43,197,122,56,117.3333333,402,0,-13
01/07/2021 07:15,279.3333333,40,386.3333333,587.1333333,63.8,42,43,510.7333333,317.3333333,81,506.1333333,279.3333333,0,-38
01/07/2021 07:30,252,40,243,299.5333333,85,59.33333333,43,484.5333333,368.6666667,82,217.5333333,252,0,-39
01/07/2021 07:45,857.4,120.6666667,243,535,127.6666667,194.6666667,220.3333333,266,242,66,469,857.4,0,154.3333333
01/07/2021 08:00,376,106,243,475.6666667,189,332,182.3333333,266,42,73,402.6666667,376,0,109.3333333
01/07/2021 08:15,416.6666667,40,243,344.6666667,323,254,43,266,42,101,243.6666667,416.6666667,0,-58
01/07/2021 08:30,340.6666667,40,407.6666667,180,267.3333333,242,43,301.3333333,42,203,-23,340.6666667,0,-160
01/07/2021 08:45,252,40,344.3333333,203.0666667,655.8,242,43,340.6,158.4,194,9.066666667,252,0,-151
01/07/2021 09:00,255.4666667,53.33333333,243,272.6666667,390.8478261,797.3753623,67,266,321,233,39.66666667,255.4666667,0,-166
01/07/2021 09:15,265,120,109.6666667,182.2666667,527.210145,732.8768116,271,132.6666667,215,208,-25.73333333,265,0,63
01/07/2021 09:30,534,268,43,388,460.5434783,816.210145,433,63.4,245.6855307,258,130,534,0,175
01/07/2021 09:45,445.6666667,137.3333333,81,332.6666667,541.210145,619.5434783,291,61,233.5521974,254,78.66666667,445.6666667,0,37
01/07/2021 10:00,241,40,233,226.6666667,533.8768116,774.6768116,149.6666667,159.6666667,73.55219735,283,-56.33333333,241,0,-133.3333333
01/07/2021 10:15,225,40,81,361,460.5434783,3461.876811,43,228.3333333,136.8855307,435,-74,225,0,-392
01/07/2021 10:30,281.4666667,40,43,216.3333333,460.5434783,3081.343478,43,53,261.4487176,479,-262.6666667,281.4666667,0,-436
01/07/2021 10:45,408.4666667,40,43,244,460.5434783,612.5434783,43,79.66666667,54.66666667,269,-25,408.4666667,0,-226
01/07/2021 11:00,589.3333333,54.66666667,43,380,460.5434783,691.210145,223.6666667,151.6666667,42,283,97,589.3333333,0,-59.3333333
01/07/2021 11:15,435.6666667,150,144.3333333,337.9084246,519.210145,446.5434783,283,218.5333333,42,519,-181.0915754,435.6666667,0,-236
01/07/2021 11:30,531.3202899,62,207.6666667,371.2188641,555.8768116,446.5434783,192.3333333,348.6666667,42,620,-248.7811359,531.3202899,0,-427.6666667
01/07/2021 11:45,1134.676812,40,43,207.8855307,109.9391304,343.3927536,179,444,67.33333333,800,-592.1144693,1134.676812,0,-621
01/07/2021 12:00,698.2837713,40,43,197.5521974,56,122.6666667,163,323.3333333,232,606,-408.4478026,698.2837713,0,-443
01/07/2021 12:15,812.5153402,40,43,346.4716114,56,67.33333333,163,294,92.66666667,993,-646.5283886,812.5153402,0,-830
01/07/2021 12:30,1220.372751,40,43,498.6666667,56,181.3333333,226.3333333,296.6,122.6666667,1050,-551.3333333,1220.372751,0,-823.6666667
01/07/2021 12:45,923.619418,76.66666667,207.6666667,493.6666667,92.66666667,455.1333333,353,234.4,259,798,-304.3333333,923.619418,0,-445
01/07/2021 13:00,770.2860847,227.3333333,709.4,298.3333333,171.3333333,159.7681316,226.3333333,186,687.5294969,848,-549.6666667,770.2860847,0,-621.6666667
01/07/2021 13:15,1224.286085,168.6666667,123,296.4139193,384.0666667,324.4346923,1011.8,296,457.5391265,1204,-907.5860807,1224.286085,0,-192.2
01/07/2021 13:30,1023.021433,176.9412475,104.3333333,246.3521974,313.6933333,368.709273,2165,239.2666667,506.309273,1141,-894.6478026,1023.021433,0,1024
01/07/2021 13:45,873.0440324,275.8104091,43,345.5521974,892.652381,411.3759397,467.4,214,339.309273,933,-587.4478026,873.0440324,0,-465.6
01/07/2021 14:00,480.5237424,214.1570757,81,553.2188641,1576.312245,462.309273,43,174,95.22294176,869,-315.7811359,480.5237424,0,-826
01/07/2021 14:15,573.5237424,224.8237424,233,140.5521974,1586.645578,403.1391265,195,174,86.55219735,781,-640.4478026,573.5237424,0,-586
01/07/2021 14:30,463.1904091,270.4904091,81,71.24175788,1804.378912,459.0942454,207.6666667,174,55,524,-452.7582421,463.1904091,0,-316.3333333
01/07/2021 14:45,434.6098323,260.1256606,43,46,1766.645578,445.5333333,43,288,42,224,-178,434.6098323,0,-181
01/07/2021 15:00,499.7,40,43,66.66666667,752.1557823,232.3333333,43,234.4666667,226.9256606,214,-147.3333333,499.7,0,-171
01/07/2021 15:15,347.7,40,43,353,485.7,294.1333333,43,746.0666667,281.4904091,236,117,347.7,0,-193
01/07/2021 15:30,458.1,40,144.3333333,221,560.3,417.9771061,43,213,226.8237424,280,-59,458.1,0,-237
01/07/2021 15:45,389.7,40,207.6666667,46,625.3666667,389.2188641,93.66666667,223.6666667,666.4973686,971,-925,389.7,0,-877.3333333
01/07/2021 16:00,665.9666667,40,43,46,1344.433333,497.2188641,233,285.2666667,285.3759397,843,-797,665.9666667,0,-610
01/07/2021 16:15,719.3666667,120.6666667,43,66.66666667,698.0333333,431.2188641,119,457.8196646,283.0111912,1156,-1089.333333,719.3666667,0,-1037
01/07/2021 16:30,521.3666667,106,43,201,739.0333333,347.5611719,43,429.8237424,374.8855307,632,-431,521.3666667,0,-589
01/07/2021 16:45,508.7,40,43,246.3333333,783.5666667,343.3333333,43,385.8237424,454.3521974,427,-180.6666667,508.7,0,-384
01/07/2021 17:00,514.7666667,40,207.6666667,172.6666667,622.5,305.3333333,43,385.8237424,384.0347983,927,-754.3333333,514.7666667,0,-884
01/07/2021 17:15,408.7666667,40,144.3333333,46,574.1,685.8,43,696.890409,394.5521974,350,-304,408.7666667,0,-307
01/07/2021 17:30,574.4742454,40,43,66.66666667,603.7666667,337.3333333,259.6666667,273.2376617,394.5521974,372,-305.3333333,574.4742454,0,-112.3333333
01/07/2021 17:45,433.1570757,40,43,201,1528.033333,641.8,377.6666667,355.2816943,394.5521974,387,-186,433.1570757,0,-9.3333333
01/07/2021 18:00,276.8237424,142.6666667,43,94.33333333,1529.90696,242,736.0666667,430.0188641,450.6855307,227,-132.6666667,276.8237424,0,509.0666667
01/07/2021 18:15,271.6237424,84,81,236,674.4521973,368.6666667,229.6666667,496.5521974,476.5521974,130,106,271.6237424,0,99.6666667
01/07/2021 18:30,273.6707444,40,1238.666667,134.6666667,557.2521974,311.5521974,2094.666667,763.0855307,284.4945053,115,19.66666667,273.6707444,0,1979.666667
01/07/2021 18:45,404.3333333,40,2220.666667,66.66666667,552.0521974,235.5521974,2325.066667,1006.752197,258.9412475,160,-93.33333333,404.3333333,0,2165.066667
01/07/2021 19:00,700.2134449,40,510.3626275,257.7333333,602.9188641,117.5521974,524,682.1153842,354.2770757,254,3.733333333,700.2134449,0,270
01/07/2021 19:15,1707.909273,40,247.3759397,374,649.0445246,73.55219735,679.9412475,450.5750913,358.6904091,150,224,1707.909273,0,529.9412475
01/07/2021 19:30,1642.442607,54.66666667,268.709273,506.3333333,660.2481011,76.21886402,597.7023134,478.8855307,430.9689801,63,443.3333333,1642.442607,0,534.7023134
01/07/2021 19:45,899.3759398,150,519.6959397,679,645.5237424,291.7598517,310.7759397,1361.98769,719.7759397,34,645,899.3759398,0,276.7759397
01/07/2021 20:00,484.0078082,62,531.3759397,841.2393292,779.0620205,239.2904091,286.3759397,820.3426064,869.8426064,11,830.2393292,484.0078082,0,275.3759397
01/07/2021 20:15,577.9726626,40,377.4543569,1016.205793,747.1426064,501.6426064,286.3759397,1220.142606,507.6959397,2,1014.205793,577.9726626,0,284.3759397
01/07/2021 20:30,737.8271098,165.529497,1012.17594,542.709273,665.3426064,447.3759397,257.9856274,687.0759397,419.3759397,0,542.709273,737.8271098,0,257.9856274
01/07/2021 20:45,862.7005539,308.8237424,493.1759397,532.3759397,787.0759397,464.4661074,484.3750913,715.0759397,384.1043283,0,532.3759397,862.7005539,0,484.3750913
01/07/2021 21:00,872.0338873,364.8237424,401.4446213,686.709273,595.6759397,485.0855307,586.5521974,770.7426064,383.2376617,0,686.709273,872.0338873,0,586.5521974
01/07/2021 21:15,827.3672206,409.4904091,580.8356467,850.9036337,556.0759397,630.595363,405.2188641,662.8759397,583.709273,0,850.9036337,827.3672206,0,405.2188641
01/07/2021 21:30,979.3672206,481.2472434,516.509273,683.3313184,539.2481011,550.9411415,412.7051953,685.4994407,495.0426064,0,683.3313184,979.3672206,0,412.7051953
01/07/2021 21:45,670.9358055,336.8,401.0699438,506.4855307,489.3620297,560.1570757,554.6426064,687.0759397,406.3759397,0,506.4855307,670.9358055,0,554.6426064
01/07/2021 22:00,456.5434783,252.2158283,451.5359397,520.5521974,478.2521974,503.6237424,846.3938889,687.0759397,1027.762606,0,520.5521974,456.5434783,0,846.3938889
01/07/2021 22:15,497.8768116,264.8237424,539.8559397,483.8346923,751.0521974,525.2724599,267.8237424,709.0759397,366.0426064,0,483.8346923,497.8768116,0,267.8237424
01/07/2021 22:30,611.5434783,198.1570757,378.709273,644.709273,694.5855307,538.4661074,389.8237424,723.0759397,253.8237424,0,644.709273,611.5434783,0,389.8237424
01/07/2021 22:45,633.8768116,64.82374237,397.3759397,808.570995,658.4147771,652.2426064,314.0040778,356.5426064,259.8237424,0,808.570995,633.8768116,0,314.0040778
01/07/2021 23:00,154.9695652,123.4904091,245.3759397,492.9570757,645.5237424,380.909273,262.6666667,353.0759397,180.4904091,0,492.9570757,154.9695652,0,262.6666667
01/07/2021 23:15,52,139.8237424,207.3759397,525.2237424,556.7904091,206.3759397,248.7333333,345.009273,53.82374237,0,525.2237424,52,0,248.7333333
01/07/2021 23:30,65.33333333,41.57649898,120.3172931,458.7514151,475.0620204,200.8581933,247.729497,221.5585406,53.82374237,0,458.7514151,65.33333333,0,247.729497
01/07/2021 23:45,52,40,43,410.7466667,525.409273,177.7243588,254.8237424,196.0333333,49.88249491,0,410.7466667,52,0,254.8237424
02/07/2021 00:00,302.6666667,40,144.3333333,656.0666667,397.9502792,201,368.8237424,298.7,42,0,656.0666667,302.6666667,0,368.8237424
02/07/2021 00:15,251,40,207.6666667,383,344.2521974,313.8666667,439.3059959,196.0333333,143.3333333,0,383,251,0,439.3059959
02/07/2021 00:30,52,40,43,46,340.0452377,100.6666667,189,188.7,206.6666667,0,46,52,0,189
02/07/2021 00:45,52,120.6666667,43,64.66666667,280.4333333,42,43,188.7,42,0,64.66666667,52,0,43
02/07/2021 01:00,52,106,43,66.66666667,191.7,42,43,188.7,42,0,66.66666667,52,0,43
02/07/2021 01:15,128,40,43,239,272.3666667,42,43,188.7,42,0,239,128,0,43
02/07/2021 01:30,281,40,207.6666667,246.3333333,201.7066667,127.3333333,55.66666667,291.3666667,42,0,246.3333333,281,0,55.66666667
02/07/2021 01:45,196.6666667,40,144.3333333,134.6666667,56,253.3333333,233,210.7,105.3333333,0,134.6666667,196.6666667,0,233
02/07/2021 02:00,52,40,43,46,56,49.33333333,157,188.7,232,0,46,52,0,157
02/07/2021 02:15,52,40,43,66.66666667,56,42,43,107.28,54.66666667,0,66.66666667,52,0,43
02/07/2021 02:30,77.33333333,142.6666667,43,201,56,42,43,53,42,0,201,77.33333333,0,43
02/07/2021 02:45,242,84,81,132.3333333,114.6666667,42,43,53,42,0,132.3333333,242,0,43
02/07/2021 03:00,90,40,233,236,151.3333333,204,43,141,42,0,236,90,0,43
02/07/2021 03:15,186.3333333,40,81,96.66666667,56,184,144.3333333,89.66666667,67.33333333,0,96.66666667,186.3333333,0,144.3333333
02/07/2021 03:30,114,40,43,66.66666667,56,42,233,53,232,0,66.66666667,114,0,233
02/07/2021 03:45,52,40,43,201,56,42,92.33333333,53,92.66666667,0,201,52,0,92.33333333
02/07/2021 04:00,216.6666667,54.66666667,43,56.33333333,56,42,155,53,42,0,56.33333333,216.6666667,0,155
02/07/2021 04:15,140.6666667,150,144.3333333,160,92.66666667,56.66666667,221.6666667,53,42,0,160,140.6666667,0,221.6666667
02/07/2021 04:30,52,62,207.6666667,236,166,266,642.8,126.3333333,42,2,234,52,0,640.8
02/07/2021 04:45,114,40,43,79.33333333,63.33333333,107.3333333,109.6666667,104.3333333,42,10,69.33333333,114,0,99.6666667
02/07/2021 05:00,186.3333333,40,43,201,56,42,233,53,219.3333333,14,187,186.3333333,0,219
02/07/2021 05:15,166,40,43,56.33333333,56,42,169.6666667,53,130.6666667,27,29.33333333,166,0,142.6666667
02/07/2021 05:30,191.3333333,40,43,46,56,50,43,53,55.33333333,11,35,191.3333333,0,32
02/07/2021 05:45,52,76.66666667,221,198,70.66666667,158.6666667,43,53,553.8,78,120,52,0,-35
02/07/2021 06:00,52,150,184.3333333,231.3333333,166,308,43,111.6666667,729.7333333,33,198.3333333,52,0,10
02/07/2021 06:15,52,40,167.8666667,201,85.33333333,67.33333333,43,119,234,113,88,52,0,-70
02/07/2021 06:30,260,40,259.2,56.33333333,56,42,131.6666667,53,381.3333333,230,-173.6666667,260,0,-98.3333333
02/07/2021 06:45,293.6666667,40,301.6666667,46,56,599.0666667,233,77,235.3333333,294,-248,293.6666667,0,-61
02/07/2021 07:00,52,40,385,46,56,49.33333333,81,178.3333333,42,578,-532,52,0,-497
02/07/2021 07:15,52,40,494.5333333,256.6666667,56,248,43,261.6666667,42,363,-106.3333333,52,0,-320
02/07/2021 07:30,52,98.66666667,294,327.6666667,172,228.6666667,43,243.3333333,42,246,81.66666667,52,0,-203
02/07/2021 07:45,64.66666667,154.6666667,243,56.33333333,244.9333333,42,43,146.6666667,42,644,-587.6666667,64.66666667,0,-601
02/07/2021 08:00,314.3333333,112,176.3333333,46,69,55.33333333,43,66,143.3333333,682,-636,314.3333333,0,-639
02/07/2021 08:15,226.6666667,200,43,67.33333333,69,90,220.3333333,87.6,206.6666667,821,-753.6666667,226.6666667,0,-600.6666667
02/07/2021 08:30,52,246,144.3333333,174,69,244.6666667,182.3333333,167.6666667,42,1047,-873,52,0,-864.6666667
02/07/2021 08:45,52,253,207.6666667,974.5376809,56.86666667,322.6666667,43,173,42,877,97.53768093,52,0,-834
02/07/2021 09:00,52,253,43,862.5434783,136.6666667,463.1333333,43,775.4,42,1093,-230.4565217,52,0,-1050
02/07/2021 09:15,204,333.6666667,43,771.5434783,169.3333333,363,43,327.8666667,42,1312,-540.4565217,204,0,-1269
02/07/2021 09:30,169.1333333,307.7333333,43,771.5434783,173.3333333,363,43,266.0666667,105.3333333,854,-82.4565217,169.1333333,0,-811
02/07/2021 09:45,334,240,43,746.7434783,256,325.6666667,119,157,232,644,102.7434783,334,0,-525
02/07/2021 10:00,220.3333333,609.0745807,207.6666667,681.5434783,248.2,414.6314151,233,157,54.66666667,1690,-1008.456522,220.3333333,0,-1457
02/07/2021 10:15,71.8,275.1504091,144.3333333,650.8768116,790.7391304,304.6286871,93.66666667,157,42,1256,-605.1231884,71.8,0,-1162.333333
02/07/2021 10:30,176.3333333,347.5237424,43,501.210145,933.4768116,397.709273,43,141.4576921,42,1058,-556.789855,176.3333333,0,-1015
02/07/2021 10:45,423.6,371.7237424,43,466.5434783,836.8768116,258.3759397,43,309.2188641,42,1564,-1097.456522,423.6,0,-1521
02/07/2021 11:00,319.6666667,571.1904091,43,305.8173913,742.410145,254.909273,43,204.5521974,107.3333333,1222,-916.1826087,319.6666667,0,-1179
02/07/2021 11:15,394.3333333,512.5237424,81,347.6666667,655.1434783,277.6737802,43,204.5521974,797.4533333,1608,-1260.333333,394.3333333,0,-1565
02/07/2021 11:30,969.0666667,990.5549162,233,303.6666667,625.5434783,680.6736263,207.6666667,222.2417579,244.6666667,1536,-1232.333333,969.0666667,0,-1328.333333
02/07/2021 11:45,395.5374111,456.7,81,396,633.5434783,252.6666667,195,757.1021595,202,1328,-932,395.5374111,0,-1133
02/07/2021 12:00,531.6904091,448.6333333,43,218.6666667,769.7234783,316,43,337.7570757,202,1454,-1235.333333,531.6904091,0,-1411
02/07/2021 12:15,370.4904091,325.0333333,43,226.6666667,838.2072464,567.1333333,43,455.8237424,202,1783,-1556.333333,370.4904091,0,-1740
02/07/2021 12:30,353.4904091,310.3666667,43,361,510.114966,162,48.33333333,360.4904091,170,1280,-919,353.4904091,0,-1231.666667
02/07/2021 12:45,1187.157075,405.7,144.3333333,216.3333333,2920.645578,304.6666667,56.33333333,345.0354929,339.3333333,1739,-1522.666667,1187.157075,0,-1682.666667
02/07/2021 13:00,1740.729497,357.7,207.6666667,358,3291.365578,238.6666667,106.3333333,382.9904091,285.3333333,1719,-1361,1740.729497,0,-1612.666667
02/07/2021 13:15,1305.333333,335.7,43,370.6666667,1716.245578,278,233,360.5237424,202,966,-595.3333333,1305.333333,0,-733
02/07/2021 13:30,295.2237424,335.7,43,226.6666667,1135.985714,395.3491616,106.3333333,760.3237423,212.5173991,710,-483.3333333,295.2237424,0,-603.6666667
02/07/2021 13:45,344.8237424,335.7,43,361,671.4333333,423.2904091,43,455.8570757,233.5521974,1777,-1416,344.8237424,0,-1734
02/07/2021 14:00,344.8237424,868.7666667,43,216.3333333,502.0333333,912.6237423,43,361.9510798,73.55219735,1711,-1494.666667,344.8237424,0,-1668
02/07/2021 14:15,344.8237424,372.3666667,207.6666667,99.33333333,500.0278294,564.1570757,43,222.7,212.8855307,1767,-1667.666667,344.8237424,0,-1724
02/07/2021 14:30,415.5805767,391.42,144.3333333,236,440.3426064,466.3805767,43,211.3666667,200.2188641,1064,-828,415.5805767,0,-1021
02/07/2021 14:45,325.8,93.33333333,43,193.3333333,301.409273,379.6904091,195,188.7,52.51739912,1099,-905.6666667,325.8,0,-904
02/07/2021 15:00,52,40,43,201,248.0759397,398.1570757,207.6666667,188.7,42,1448,-1247,52,0,-1240.333333
02/07/2021 15:15,52,40,43,56.33333333,336.4797761,601.3570757,43,269.3666667,42,1404,-1347.666667,52,0,-1361
02/07/2021 15:30,52,40,81,46,287.9188641,718.3256605,43,232.7,42,1010,-964,52,0,-967
02/07/2021 15:45,140.6666667,40,233,84,247.7,940.0666667,43,188.7,153.7333333,1166,-1082,140.6666667,0,-1123
02/07/2021 16:00,237.3333333,101.3333333,81,256.6666667,844.7666667,363,43,188.7,246.3333333,1356,-1099.333333,237.3333333,0,-1313
02/07/2021 16:15,207,256.32,43,289.6666667,311.7,409,93.66666667,188.7,143,1002,-712.3333333,207,0,-908.3333333
02/07/2021 16:30,72.66666667,117.2,43,56.33333333,210.0933333,293,233,188.7,692.3510254,820,-763.6666667,72.66666667,0,-587
02/07/2021 16:45,52,222.4933333,43,46,340.4393293,396.5333333,119,254.7,462.1671135,988,-942,52,0,-869
02/07/2021 17:00,90,267.8266667,149.6666667,46,478.2904091,478.6666667,43,247.3666667,285.3759397,959,-913,90,0,-916
02/07/2021 17:15,242,253,282.3333333,142.6666667,509.8237424,376,43,188.7,348.709273,831,-688.3333333,242,0,-788
02/07/2021 17:30,77.33333333,251.2666667,197.6666667,391,2509.023742,368.2,43,188.7,475.3759397,840,-449,77.33333333,0,-797
02/07/2021 17:45,190,320.6666667,313.6040778,107,3408.623742,458.5333333,43,188.7,300.2724599,723,-616,190,0,-680
02/07/2021 18:00,375.3472526,306,375.8237424,46,4845.741247,404.5961636,182.3333333,188.7,266.8237424,636,-590,375.3472526,0,-453.6666667
02/07/2021 18:15,372.5521974,240,375.8237424,133.7333333,5316.653333,583.8237424,220.3333333,240.0333333,259.729497,536,-402.2666667,372.5521974,0,-315.6666667
02/07/2021 18:30,581.8855307,303.3266667,540.4904091,470.7866667,2809.466667,547.1570757,43,264.7,188.3333333,562,-91.21333333,581.8855307,0,-519
02/07/2021 18:45,480.5521974,375.7,477.1570757,771,2508.2,495.8237424,174.8666667,334.8333333,114.2,484,287,480.5521974,0,-309.1333333
