timestamp,Everything,No DishWasher,No WashingMach,Everything1,Everything2,No DishWasher1,No DishWasher2,No WashingMach1,No WashingMach2,Solar Production,Prosumer 1 (Everything1-PV),Consumer 1 (Everything),EV,Prosumer for EV (No DishWasher2-PV)
04/07/2021 14:15,220.2188641,485.5237424,240.6188641,332.2188641,177,74,233,185.8237424,444.72,894,-561.7811359,220.2188641,0,-661
04/07/2021 14:30,228.4666667,321.5237424,505.5521974,554.6855307,72.13333333,122.6666667,106.3333333,175.576499,447.6666667,1468,-913.3144693,228.4666667,0,-1361.666667
04/07/2021 14:45,344.0354929,297.3237424,322,338.7820509,56,100.6666667,43,240,323,879,-540.2179491,344.0354929,0,-836
04/07/2021 15:00,564.4770757,1404.323742,293.7609121,137,56,42,43,232.6666667,323,1223,-1086,564.4770757,0,-1180
04/07/2021 15:15,1281.590409,1552.857075,335.8237424,137,136.6666667,206.6666667,43,157.8666667,323,544,-407,1281.590409,0,-501
04/07/2021 15:30,536.9237424,415.9904091,311.6237424,145.5333333,129.3333333,42,43,53,314.9333333,905,-759.4666667,536.9237424,0,-862
04/07/2021 15:45,369.9237424,578.5237424,437.1570757,353,544.12,64,195,53,281.3333333,824,-471,369.9237424,0,-629
04/07/2021 16:00,380.676393,524.2177465,896.3491615,221,237.2666667,152,207.6666667,53,584.8533333,603,-382,380.676393,0,-395.3333333
04/07/2021 16:15,413.5855307,502.7666667,364,86.33333333,172.729497,49.33333333,43,104.3333333,387.8,590,-503.6666667,413.5855307,0,-547
04/07/2021 16:30,566.9188641,509.7,364,265.6666667,227.8237424,54.66666667,43,126.3333333,376,652,-386.3333333,566.9188641,0,-609
04/07/2021 16:45,723.0445246,487.076499,364,364.7472526,710.290409,194,43,53,376,914,-549.2527474,723.0445246,0,-871
04/07/2021 17:00,451.7426064,800.3237423,307.5333333,664.8855307,363.1570757,42,56.33333333,53,380.2069597,875,-210.1144693,451.7426064,0,-818.6666667
04/07/2021 17:15,276.7078082,437.1904091,469.5211719,720.8855307,297.2724599,115.3333333,178.6736263,53,920.418864,930,-209.1144693,276.7078082,0,-751.3263737
04/07/2021 17:30,199.5237424,510.5237424,455.1255307,757.6188641,295.4346923,108,914.618864,53,503.8855307,365,392.6188641,199.5237424,0,549.618864
04/07/2021 17:45,256.5510798,394.4570757,287.5521974,456.0188641,311.7521974,42,323.5521974,89.66666667,445.2188641,459,-2.981135933,256.5510798,0,-135.4478026
04/07/2021 18:00,377.7,389.4923273,287.5521974,475.9910255,408.5521974,80,282.2188641,141,394.5521974,725,-249.0089745,377.7,0,-442.7811359
04/07/2021 18:15,291.0333333,388.7,287.5521974,562.6666667,470.1333333,211.3333333,276.9649024,53,394.5521974,647,-84.33333333,291.0333333,0,-370.0350976
04/07/2021 18:30,305.9417579,548.6333333,467.6455307,415.3333333,608,213.9989396,254.8237424,53,377.7243588,572,-156.6666667,305.9417579,0,-317.1762576
04/07/2021 18:45,253.9188641,2898.1,629.7121974,1166.423742,518.3333333,928.4426064,311.7570757,53,388.0620297,338,828.4237423,253.9188641,0,-26.2429243
04/07/2021 19:00,349.2521974,514.7666667,433.5521974,682.7988336,534.1382781,445.2426064,1049.223742,92.93333333,462.709273,129,553.7988336,349.2521974,0,920.223742
04/07/2021 19:15,690.2521974,595.7354929,395.5521974,687.0426064,542.5521974,660.6426064,618.6904091,166.7243588,495.0426064,123,564.0426064,690.2521974,0,495.6904091
04/07/2021 19:30,544.9069597,574.7637424,395.5521974,821.3759397,300.5521974,853.0356468,491.5177465,320.2188641,404.2724599,114,707.3759397,544.9069597,0,377.5177465
04/07/2021 19:45,552.0551667,552.6837424,395.5521974,673.2426064,304.8188641,1022.198834,1019.066667,254.8855307,907.890409,89,584.2426064,552.0551667,0,930.066667
04/07/2021 20:00,707.0759397,508.5237424,496.8855307,716.7550608,434.3716114,985.2934448,992.12486,293.2188641,801.9689801,50,666.7550608,707.0759397,0,942.12486
04/07/2021 20:15,562.409273,1040.802159,570.4661074,736.3286964,421.0333333,594.9759397,2464.842607,284.5521974,535.701359,11,725.3286964,562.409273,0,2453.842607
04/07/2021 20:30,527.8159397,496.7,407.3759397,494.7521974,391.7,419.3759397,2143.17594,257.2069597,545.709273,3,491.7521974,527.8159397,0,2140.17594
04/07/2021 20:45,396.709273,583.6726626,403.1689801,675.5521974,391.7,540.3759397,719.3759397,260.3333333,543.4426064,0,675.5521974,396.709273,0,719.3759397
04/07/2021 21:00,353.251581,574.5237424,641.6426064,538.9521974,391.7,628.1759397,609.6286871,163,419.3759397,0,538.9521974,353.251581,0,609.6286871
04/07/2021 21:15,384.8237424,508.5237424,624.7210236,641.5521974,391.7,610.709273,487.576499,60.33333333,419.3759397,0,641.5521974,384.8237424,0,487.576499
04/07/2021 21:30,517.4217274,427.8570757,561.795363,749.2417579,494.3666667,959.4342234,486,53,417.7994407,0,749.2417579,517.4217274,0,486
04/07/2021 21:45,1000.17594,419.7904091,508.709273,811.6855307,443.0333333,1293.495676,495.4589939,53,408.109273,0,811.6855307,1000.17594,0,495.4589939
04/07/2021 22:00,968.1759398,505.3707444,388.4446213,655.9521974,191.7,1356.769042,473.6237424,55.36474847,467.3759397,0,655.9521974,968.1759398,0,473.6237424
04/07/2021 22:15,416.3759397,361,375.8237424,410.7521974,191.7,675.4527513,503.4904091,83.49040905,450.0426064,0,410.7521974,416.3759397,0,503.4904091
04/07/2021 22:30,416.3759397,463.6666667,309.1570757,412.5521974,191.7,724.919418,568.9272222,167.4904091,285.3759397,0,412.5521974,416.3759397,0,568.9272222
04/07/2021 22:45,384.3012051,504.5133333,206.729497,835.8576921,191.7,720.2527513,408.3759397,86.82374238,283.7994407,0,835.8576921,384.3012051,0,408.3759397
04/07/2021 23:00,398.3333333,388.4961636,297.5333333,782.5521974,272.3666667,659.319418,464.8426064,64.82374237,285.3759397,0,782.5521974,398.3333333,0,464.8426064
04/07/2021 23:15,477.6666667,254.1904091,81,1071.639441,265.0333333,452.8494742,462.9836125,64.82374237,347.4585406,0,1071.639441,477.6666667,0,462.9836125
04/07/2021 23:30,64.66666667,187.5237424,43,420.709273,191.7,381.6347826,328.8855307,55.36474847,438.1570757,0,420.709273,64.66666667,0,328.8855307
04/07/2021 23:45,52,187.5237424,43,410.3759397,191.7,199.3333333,208.2646518,53,564.8237424,0,410.3759397,52,0,208.2646518
05/07/2021 00:00,52,202.1904091,43,210.3759397,191.7,387.6437728,354,141,387.4904091,0,210.3759397,52,0,354
05/07/2021 00:15,52,288.852998,144.3333333,125.8286871,191.7,408.8855307,249.2,89.66666667,907.890409,0,125.8286871,52,0,249.2
05/07/2021 00:30,242,197.7,207.6666667,392.576499,250.3666667,302.8855307,43,53,443.5570757,0,392.576499,242,0,43
05/07/2021 00:45,239.3333333,175.7,43,183,178.4733333,273.5521974,43,53,646.5294969,0,183,239.3333333,0,43
05/07/2021 01:00,124.3333333,175.7,43,46,56,273.5521974,43,53,200.6666667,0,46,124.3333333,0,43
05/07/2021 01:15,52,175.7,43,46,56,263.0347983,43,53,232,0,46,52,0,43
05/07/2021 01:30,52,175.7,43,66.66666667,56,458,157,126.3333333,92.66666667,0,66.66666667,52,0,157
05/07/2021 01:45,191.3333333,212.3666667,207.6666667,239,56,196.6666667,233,104.3333333,42,0,239,191.3333333,0,233
05/07/2021 02:00,166,285.7,144.3333333,246.3333333,92.66666667,42,55.66666667,53,42,0,246.3333333,166,0,55.66666667
05/07/2021 02:15,103.6666667,175.7,43,134.6666667,166,42,43,53,42,0,134.6666667,103.6666667,0,43
05/07/2021 02:30,196.6666667,175.7,43,46,63.33333333,42,43,53,42,0,46,196.6666667,0,43
05/07/2021 02:45,52,175.7,43,66.66666667,56,42,43,53,219.3333333,0,66.66666667,52,0,43
05/07/2021 03:00,140.6666667,175.7,81,201,56,309.3333333,55.66666667,111.6666667,130.6666667,0,201,140.6666667,0,55.66666667
05/07/2021 03:15,216.6666667,175.7,233,132.3333333,56,78.66666667,233,119,42,0,132.3333333,216.6666667,0,233
05/07/2021 03:30,52,234.3666667,81,252,70.66666667,42,157,53,42,0,252,52,0,157
05/07/2021 03:45,52,236.56,43,136.6666667,166,42,43,53,42,0,136.6666667,52,0,43
05/07/2021 04:00,186.3333333,40,43,160,85.33333333,42,43,53,42,0,160,186.3333333,0,43
05/07/2021 04:15,152,40,43,267.6666667,56,111.3333333,43,53,181.3333333,2,265.6666667,152,0,41
05/07/2021 04:30,242,40,144.3333333,56.33333333,56,276.6666667,43,97,168.6666667,6,50.33333333,242,0,37
05/07/2021 04:45,77.33333333,40,207.6666667,160,56,42,144.3333333,133.6666667,42,3,157,77.33333333,0,141.3333333
05/07/2021 05:00,52,40,43,236,56,42,233,53,42,2,234,52,0,231
05/07/2021 05:15,52,120.6666667,43,79.33333333,158.6666667,42,68.33333333,53,42,6,73.33333333,52,0,62.33333333
05/07/2021 05:30,114,106,43,201,107.3333333,42,43,53,42,17,184,114,0,26
05/07/2021 05:45,363.6666667,40,43,56.33333333,56,188,43,53,143.3333333,67,-10.66666667,363.6666667,0,-24
05/07/2021 06:00,144,40,207.6666667,46,56,200,43,82.33333333,206.6666667,102,-56,144,0,-59
05/07/2021 06:15,169.3333333,40,144.3333333,198,56,42,43,148.3333333,42,103,95,169.3333333,0,-60
05/07/2021 06:30,172,40,43,239.4666667,56,42,233,53,42,113,126.4666667,172,0,120
05/07/2021 06:45,193.4666667,40,43,365.6666667,136.6666667,42,169.6666667,53,42,70,295.6666667,193.4666667,0,99.6666667
05/07/2021 07:00,459.6666667,142.6666667,43,293,129.3333333,78.66666667,48.33333333,53,42,169,124,459.6666667,0,-120.6666667
05/07/2021 07:15,682.2,84,81,378.4,56,220.6666667,136.3333333,53,105.3333333,204,174.4,682.2,0,-67.6666667
05/07/2021 07:30,515.6666667,40,233,381,56,133.3333333,203,67.66666667,272,290,91,515.6666667,0,-87
05/07/2021 07:45,464,40,81,583.5333333,56,95.33333333,237.6666667,163,158.6666667,325,258.5333333,464,0,-87.3333333
05/07/2021 08:00,431.7333333,40,43,340.6666667,56,140.6666667,331.6666667,53,236.6666667,431,-90.33333333,431.7333333,0,-99.3333333
05/07/2021 08:15,249.2666667,40,43,63.26666667,114.6666667,246.1333333,433,53,304.4,593,-529.7333333,249.2666667,0,-160
05/07/2021 08:30,229.3333333,54.66666667,43,46,151.3333333,345.3647485,281,53,346,524,-478,229.3333333,0,-243
05/07/2021 08:45,124.3333333,150,187,46,74.66666667,446.8356467,243,53,371.3333333,512,-466,124.3333333,0,-269
05/07/2021 09:00,176,62,301,104.6666667,190.7923273,360.8426064,243,53,536,630,-525.3333333,176,0,-387
05/07/2021 09:15,52,40,187,391,252.0237424,447.193331,246.4945053,336.0333333,362.8666667,553,-162,52,0,-306.5054947
05/07/2021 09:30,77.33333333,40,203,145,348.8237424,649.919418,261.5217626,683.1666667,219.4666667,971,-826,77.33333333,0,-709.4782374
05/07/2021 09:45,242,40,168.3333333,46,278.8237424,656.342919,2204.429009,274.0333333,180.3333333,1209,-1163,242,0,995.429009
05/07/2021 10:00,92.66666667,1767.653333,184.3333333,46,298.8237424,567.0608774,2887.629009,382.2333333,175,860,-814,92.66666667,0,2027.629009
05/07/2021 10:15,92.8,1076.266667,367.6666667,66.66666667,196.1570757,573.210145,1291.755383,439.7,175,718,-651.3333333,92.8,0,573.755383
05/07/2021 10:30,269.4589939,243.7066667,296.3333333,277,138.2431657,484.5434783,670.7593065,400.5666667,335.5333333,912,-635,269.4589939,0,-241.2406935
05/07/2021 10:45,142.1570757,199.7,155,246.3333333,56,446.5434783,646.0338873,542.7,338.92,1560,-1313.666667,142.1570757,0,-913.9661127
05/07/2021 11:00,774.5570756,205.0333333,93.66666667,96.66666667,56,446.5434783,576.5672206,359.7666667,105.6666667,1096,-999.3333333,774.5570756,0,-519.4327794
05/07/2021 11:15,218.8237424,2343.433333,116.6666667,46,100,527.210145,689.0338873,289.9646518,894.6,1611,-1565,218.8237424,0,-921.9661127
05/07/2021 11:30,184.2393293,1282.366667,222.32,66.66666667,192.4666667,505.210145,813.7005539,273.2521974,828.3333333,977,-910.3333333,184.2393293,0,-163.2994461
05/07/2021 11:45,237.6542123,213.0333333,294.4139193,201,139.08,382.7869565,254.3774794,389.1855307,1103,1030,-829,237.6542123,0,-775.6225206
05/07/2021 12:00,301.9188641,261.0333333,125.5521974,170.3333333,164.5733333,54.66666667,219.1570757,252.2521974,834.3333333,1147,-976.6666667,301.9188641,0,-927.8429243
05/07/2021 12:15,446.9188641,269.0333333,78.88553068,236,109,42,192.4904091,279.8840658,206.080586,1121,-885,446.9188641,0,-928.5095909
05/07/2021 12:30,358.5855307,183.5824949,77.15219735,58.66666667,1543.733333,472.2139193,75.95707571,245.320879,113.971862,1152,-1093.333333,358.5855307,0,-1076.042924
05/07/2021 12:45,219.2521974,187.5237424,92.88553069,66.66666667,1377,256.1521974,67.82374237,644.0521973,188.509273,1113,-1046.333333,219.2521974,0,-1045.176258
05/07/2021 13:00,210.1069597,219.7904091,192.3979851,201,981,201.8855307,289.3334872,318.609273,208.6426064,1035,-834,210.1069597,0,-745.6665128
05/07/2021 13:15,278.7,308.5237424,345.8736263,56.33333333,3140.066667,359.2188641,491.2229418,366.0759397,697.1759398,1290,-1233.666667,278.7,0,-798.7770582
05/07/2021 13:30,361.8256606,300.9431657,762.9521973,198,2170.533333,194.5521974,342.3759397,366.0759397,392.3759397,799,-601,361.8256606,0,-456.6240603
05/07/2021 13:45,664.8570757,381.3079141,237.2855307,210.6666667,122.7333333,186.1382781,342.3759397,464.0104091,411.0426064,608,-397.3333333,664.8570757,0,-265.6240603
05/07/2021 14:00,371.9237424,406.5237424,220.709273,66.66666667,100.3333333,131.4666667,742.1759398,369.1570757,779.4426064,509,-442.3333333,371.9237424,0,233.1759398
05/07/2021 14:15,279.5237424,187.5237424,158.9759397,201,80,108,342.3759397,291.8323273,216.109273,234,-33,279.5237424,0,108.3759397
05/07/2021 14:30,799.2570756,216.8570757,275.1918739,56.33333333,540.8,65.33333333,394.6737802,220.7,109.1092731,226,-169.6666667,799.2570756,0,168.6737802
05/07/2021 14:45,310.1863313,259.5237424,276.1570757,46,220.1333333,362.6666667,543.8855307,314.0333333,191.709273,322,-276,310.1863313,0,221.8855307
05/07/2021 15:00,525.0452377,265.6570757,783.9689801,236,264.9313184,248.3333333,420.8855307,303.3666667,281.709273,278,-42,525.0452377,0,142.8855307
05/07/2021 15:15,896.0521973,327.852998,863.1092731,193.3333333,330.8855307,268.3333333,356.7521974,477.5,398.9169459,707,-513.6666667,896.0521973,0,-350.2478026
05/07/2021 15:30,482.5855307,451.3666667,367.3759397,201,298.0855307,471.8666667,332.4139193,758.9,612.9521973,778,-577,482.5855307,0,-445.5860807
05/07/2021 15:45,890.9855306,352.7,373.3759397,56.33333333,208.5521974,308.6666667,307.8,443.0333333,735.5915267,614,-557.6666667,890.9855306,0,-306.2
05/07/2021 16:00,416.5855307,383.3666667,529.1689801,46,146.218864,179.0666667,375.4,516.2750913,285.3759397,674,-628,416.5855307,0,-298.6
05/07/2021 16:15,558.6313184,380.0333333,435.2456606,84,168.1611719,278.3333333,1021.466667,541.2521974,289.709273,817,-733,558.6313184,0,204.466667
05/07/2021 16:30,457.5761636,85.23333333,243,256.6666667,56,529.610145,930.2,525.1188641,323.709273,1252,-995.3333333,457.5761636,0,-321.8
05/07/2021 16:45,284.4904091,40,243,289.6666667,56,666.8768116,629.6666667,456.9188641,488.3759397,862,-572.3333333,284.4904091,0,-232.3333333
05/07/2021 17:00,418.8237424,54.66666667,307.5333333,56.33333333,56,711.5434783,2324.466667,510.6169459,431.9109407,1018,-961.6666667,418.8237424,0,1306.466667
05/07/2021 17:15,328.6504091,155.3333333,480.0576921,46,56,657.810145,2417.866667,411.0411415,376,686,-640,328.6504091,0,1731.866667
05/07/2021 17:30,809.1170757,110.6666667,560.2188641,46,92.66666667,709.8768116,1585.333333,400.5237424,408.8629842,551,-505,809.1170757,0,1034.333333
05/07/2021 17:45,487.8196646,109,395.5521974,142.6666667,184.7333333,788.210145,781.9700405,400.5237424,419.3759397,711,-568.3333333,487.8196646,0,70.9700405
05/07/2021 18:00,381.6707444,215.6666667,395.5521974,401.6666667,802.1266667,774.8768116,2450.442607,400.5237424,387.109273,309,92.66666667,381.6707444,0,2141.442607
05/07/2021 18:15,384.8237424,253,347.1521974,421.122449,2494.971611,887.7907216,2607.242607,520.6710798,475.709273,693,-271.877551,384.8237424,0,1914.242607
05/07/2021 18:30,1162.904328,255.6040778,380.8278386,1359.522077,2145.852197,1198.397655,974.2426064,612.3666667,387.0426064,367,992.5220773,1162.904328,0,607.2426064
05/07/2021 18:45,1492.909273,288.4904091,594.9066667,1613.88932,3049.146443,629.090409,375.8426064,538.6611719,410.9898111,217,1396.88932,1492.909273,0,158.8426064
05/07/2021 19:00,566.0426064,361.8237424,515.0110798,1680.307599,734.2892731,544.1570757,380.7738769,554.2521974,398.2716114,283,1397.307599,566.0426064,0,97.7738769
05/07/2021 19:15,848.0426064,251.8237424,295.1570757,1734.132403,756.5159397,450.8237424,900.1701465,554.2521974,398.4934448,329,1405.132403,848.0426064,0,571.1701465
05/07/2021 19:30,477.8292731,251.8237424,305.8237424,866.7092731,658.009273,567.4904091,629.348361,554.2521974,806.1759398,191,675.7092731,477.8292731,0,438.348361
05/07/2021 19:45,827.5795256,308.2904091,388.8237424,679.0426064,678.809273,589.4904091,707.5759397,605.6759397,522.3759397,103,576.0426064,827.5795256,0,604.5759397
05/07/2021 20:00,579.9581933,372.8237424,826.6237423,752.0959397,690.0759397,504.0942454,542.3759397,797.0759397,473.4426064,60,692.0959397,579.9581933,0,482.3759397
05/07/2021 20:15,861.6759397,472.3370757,636.392998,638.0188641,681.4051953,519.2716114,542.3759397,682.2759397,396.2376617,32,606.0188641,861.6759397,0,510.3759397
05/07/2021 20:30,1038.542606,700.4570757,403.8266667,1289.285531,778.3959398,638.2229418,542.3759397,724.3026064,419.3759397,12,1277.285531,1038.542606,0,530.3759397
05/07/2021 20:45,565.0759397,996.3237423,358.1061498,803.8855307,816.7959398,569.9759397,520.3481011,729.1159397,408.3404469,2,801.8855307,565.0759397,0,518.3481011
05/07/2021 21:00,565.0759397,443.9904091,407.3759397,774.6666667,2663.07594,516.3759397,567.3759397,687.0759397,407.5521974,0,774.6666667,565.0759397,0,567.3759397
05/07/2021 21:15,552.9426064,387.5237424,495.6959397,628.1341819,3087.342607,548.6426064,718.5876902,687.0759397,508.8855307,0,628.1341819,552.9426064,0,718.5876902
05/07/2021 21:30,599.809273,500.4570757,508.709273,674.0426064,3138.181694,527.3759397,553.509273,1056.27594,490.0527953,0,674.0426064,599.809273,0,553.509273
05/07/2021 21:45,776.609273,508.5237424,563.9759397,896.6959398,3177.252197,527.3759397,549.7092731,965.2092731,323.9849143,0,896.6959398,776.609273,0,549.7092731
05/07/2021 22:00,647.7426064,508.5237424,892.0426064,655.6426064,2510.852197,679.709273,920.7620205,1207.142606,507.6959397,0,655.6426064,647.7426064,0,920.7620205
05/07/2021 22:15,565.0759397,988.990409,407.3759397,811.109273,764.4366105,617.0426064,521.2426064,577.2759397,406.3759397,0,811.109273,565.0759397,0,521.2426064
05/07/2021 22:30,555.5426064,574.5237424,407.3759397,663.2737802,656.409273,1028.17594,407.3759397,641.809273,406.3759397,0,663.2737802,555.5426064,0,407.3759397
05/07/2021 22:45,640.7426064,435.9237424,407.3759397,649.5979851,352.9426064,445.3321669,524.5836125,1207.142606,476.6426064,0,649.5979851,640.7426064,0,524.5836125
05/07/2021 23:00,972.6759397,475.8437424,505.3759397,660.1333333,248.0759397,858.7759398,446.2855307,1288.048361,609.3759397,0,660.1333333,972.6759397,0,446.2855307
05/07/2021 23:15,472.3426064,383.5824949,223.7541063,499.3333333,238.6994407,285.3759397,43,702.6759397,507.030702,0,499.3333333,472.3426064,0,43
05/07/2021 23:30,380.5581933,908.7666667,43,594.6487176,279.2521974,431.7759397,43,578.009273,392.030702,0,594.6487176,380.5581933,0,43
05/07/2021 23:45,217.1487176,375.7,43,510.5521974,311.9646518,309.0426064,43,570.9426064,415.909273,0,510.5521974,217.1487176,0,43
06/07/2021 00:00,225.7,411.7,43,332.2855307,287.0333333,232.0071136,43,166.4605555,206.3759397,0,332.2855307,225.7,0,43
06/07/2021 00:15,377.7,219.7,81,353.5521974,56,169.3104395,68.33333333,58.51774644,223.0385287,0,353.5521974,377.7,0,68.33333333
06/07/2021 00:30,213.0333333,175.7,233,208.8855307,56,163,233,126.3333333,384.5521974,0,208.8855307,213.0333333,0,233
06/07/2021 00:45,187.7,175.7,81,117.8855307,56,98.46666667,144.3333333,104.3333333,113.3542123,0,117.8855307,187.7,0,144.3333333
06/07/2021 01:00,311.7,175.7,43,124.1034798,56,250.6666667,43,53,42,0,124.1034798,311.7,0,43
06/07/2021 01:15,260.0333333,175.7,43,256.6666667,92.66666667,137.3333333,43,53,42,0,256.6666667,260.0333333,0,43
06/07/2021 01:30,365.0333333,190.3666667,43,251.6666667,166,42,43,53,42,0,251.6666667,365.0333333,0,43
06/07/2021 01:45,263.7,240.4666667,144.3333333,56.33333333,63.33333333,42,43,53,42,0,56.33333333,263.7,0,43
06/07/2021 02:00,187.7,62,207.6666667,46,56,42,157,111.6666667,219.3333333,0,46,187.7,0,157
06/07/2021 02:15,187.7,40,43,46,56,67.33333333,233,119,130.6666667,0,46,187.7,0,233
06/07/2021 02:30,239.3666667,40,43,180.6666667,56,276.6666667,55.66666667,53,42,0,180.6666667,239.3666667,0,55.66666667
06/07/2021 02:45,341.4266667,40,43,391,70.66666667,86,43,53,42,0,391,341.4266667,0,43
06/07/2021 03:00,178.6666667,40,43,69,166,42,43,53,42,0,69,178.6666667,0,43
06/07/2021 03:15,52,76.66666667,207.6666667,46,85.33333333,42,43,53,42,0,46,52,0,43
06/07/2021 03:30,52,150,144.3333333,46,56,42,55.66666667,97,181.3333333,0,46,52,0,55.66666667
06/07/2021 03:45,52,40,43,66.66666667,56,129.3333333,233,133.6666667,168.6666667,0,66.66666667,52,0,233
06/07/2021 04:00,128,40,43,353,56,258.6666667,157,53,42,0,353,128,0,157
06/07/2021 04:15,363.6666667,40,43,221,56,42,43,53,42,0,221,363.6666667,0,43
06/07/2021 04:30,114,40,81,46,158.6666667,42,43,53,42,0,46,114,0,43
06/07/2021 04:45,52,40,233,46,107.3333333,42,43,53,42,6,40,52,0,37
06/07/2021 05:00,52,98.66666667,81,66.66666667,56,42,43,82.33333333,143.3333333,36,30.66666667,52,0,7
06/07/2021 05:15,77.33333333,128,43,201,56,206,144.3333333,148.3333333,206.6666667,57,144,77.33333333,0,87.3333333
06/07/2021 05:30,242,40,43,246.3333333,56,182,233,53,42,121,125.3333333,242,0,112
06/07/2021 05:45,152,40,43,172.6666667,56,42,68.33333333,53,42,200,-27.33333333,152,0,-131.6666667
06/07/2021 06:00,186.3333333,40,144.3333333,46,136.6666667,42,43,53,42,217,-171,186.3333333,0,-174
06/07/2021 06:15,52,40,207.6666667,66.66666667,129.3333333,42,43,53,42,207,-140.3333333,52,0,-164
06/07/2021 06:30,52,40,43,201,66.66666667,71.33333333,43,67.66666667,105.3333333,345,-144,52,0,-302
