summer_pro1_no_EV,summer_pro2_no_EV,summer_pro3_no_EV,summer_pro4_no_EV,summer_pro5_no_EV
3395.241806714,3433.1,3367.6144693,1149.87333333333,3272.43333333333
3281.68113595,3362.43333333333,3185.21446926667,3071.9,3157.76666666667
3151.9478026,3201.36666666667,3017.5478026,3146.1,2760.96666666667
1997.55476244,3312.1,2847.42637368,3223.1,3104.3
928.33333333333,2781.4,2767.4,2780.4,2637.4
2239.53333333333,2770.36450709333,2777.8,2692.08,2667.53333333333
2352.03673466667,2769.5762576,2873.23186843333,2763.8,2781.4
1441.73283886667,2728.9762576,2425.51446933667,2721.54892021333,1699.13333333333
848.214013,1931.95959093333,1637.49780262667,1873.55959093333,-840.48333333333
966.614013,2057.2262576,1886.16446926667,2067.89292426667,797.11666666667
1368.95550946533,2081.2262576,1342.43113604,2071.74072696667,2013.81450709333
2153.69292428067,2080.95959093333,963.15549474667,2151.274060282,1568.60721012
1238.60959093333,1162.72959093333,175.2512828,1423.300559254,195.79734633333
1149.54292426667,1092.26225354667,-101.45219708,1260.34780262,116.93965393333
-1155.45707536,1186.91558688,-837.91886372,1117.21446926667,-592.82151833333
717.47625768,1300.39072696667,1198.61446926667,1322.06520173333,-2091.1586878
295.961750506667,469.3740603,292.922161386667,430.75,-319.72464632
451.420503044,469.3740603,267.950559273333,406.55,-146.86886396
430.9262576,374.040726966667,337.040726966667,292.957672746667,441.588828053333
83.792924364667,94.166856433333,259.040726966667,146.592924266667,425.632253546667
-49.790409066667,-402.510144966667,-175.6759397,-297.928687086667,-75.790409058667
63.8762576,-288.8434783,-184.9959397,-138.142606366667,103.87625763
18.8776654,-288.8434783,-48.191729313333,-48.6759397,-9.05707573133301
-43.8521974,-332.8434783,-26.633333333333,68.1202238906667,-17.1237424
-178.85327714,-566.526811633333,-470.05,-153.00219738,-190.967746453333
-207.159273033333,-1193.06014488667,-2279.057914,-1051.09377278667,-362.783333333333
-488.22593972,-397.45637838,-2049.97722187333,-1236.7604394,-950.513331526667
-2684.72246013333,-1912.4885286,-157.492606366667,-437.625939806,-2479.95927329333
-1216.10927315333,-1446.57593984,-145.3759397,-255.642606366667,-445.7759397
-560.642606366667,-571.042606366667,-268.442606366667,-488.309273033334,-338.042606366667
-468.3759397,-493.7759397,-1468.03859644667,-2378.70927329333,-446.266107393333
-493.442606366667,-524.998833573333,-1569.90265366667,-1627.67246002,-297.872565886667
-548.842606366667,-553.227578773333,-3278.988185,-529.85158096,-447.042606366667
-508.3759397,-371.91391008,-5022.67662033333,-358.3759397,-357.3759397
-998.111288046666,-446.157075733333,-1628.24260652667,-317.9759397,-386.709273033333
-591.95070204,-415.125207266667,-455.709273033333,-521.842606366667,-564.709273033334
-407.28169432,-426.7759397,-441.442606366667,-614.3759397,-1310.92102364667
-521.007113573333,-736.642606386667,-607.598833573333,-585.7680256,-572.7680256
-879.042606426666,-3048.04260666667,-649.042606366667,-747.762606426667,-1318.99603408
-555.1759397,-1206.72260644667,-535.3759397,-535.3759397,-1661.78122526667
-630.709273033333,-746.6959397,-601.3759397,-415.502313393333,-1665.988185
-535.3759397,-577.709273033334,-608.709273033333,-547.7759397,-1753.988185
-535.3759397,-548.3759397,-535.3759397,-538.7680256,-812.831722093333
-580.171862013333,-522.042606366667,-576.709273033334,-575.921023546667,-1099.52869626667
-661.25435688,-527.042606366667,-624.842606366667,-640.628687086667,-637.218864066667
-634.909273033333,-1005.10927311333,-509.709273033333,-503.8237424,-923.35219732
-464.042606366667,-389.1759397,-638.28169432,-584.490409066667,-560.218864066667
-423.042606366667,-930.407460793333,-538.218864066667,-521.8237424,-618.1521974
-359.269943806667,-370,-459.27378022,-294.851079786667,-402.5521974
-345.043772813333,-411.333333333333,-448.398833573333,-290.333333333333,-459.7521974
-335,-291,-206.042606374667,-162.666666666667,-292.080585973333
-258,-280,-165.709273043333,-78.3333333333333,-170
-170,-87.1333333333334,-158.375939712,-159,-265.333333333333
-170,-49,-88.168980082,-49,-214
-170,-49,-51.364748474,-49,-89.3333333333333
-122.6,-90.3333333333333,-90.3333333333333,-90.3333333333333,-90.3333333333333
-272.666666666667,-228.666666666667,-184.666666666667,-162.666666666667,-162.666666666667
-78.3333333333333,-122.333333333333,-159,-137,-93
-49,-49,-56.3333333333333,-100.333333333333,-144.333333333333
-49,-49,-49,-49,-49
57.4,57.4,57.4,57.4,57.4
-42.6,1.40000000000001,16.0666666666667,16.0666666666667,16.0666666666667
-136.933333333333,-166.266666666667,-136.933333333333,-92.933333333333,-56.266666666667
57.4,42.7333333333333,-1.26666666666699,-45.266666666667,-45.266666666667
105.3,105.3,105.3,105.3,68.6333333333333
105.3,105.3,105.3,105.3,105.3
97.9666666666667,105.3,105.3,105.3,105.3
-46.033333333333,-9.36666666666699,34.633333333333,63.9666666666667,63.9666666666667
705.383333333333,661.383333333333,617.383333333333,632.05,676.05
841.05,841.05,841.05,797.05,753.05
841.05,841.05,841.05,841.05,841.05
841.05,841.05,841.05,841.05,841.05
1695.65,1739.65,1761.65,1761.65,1761.65
1646.98333333333,1610.31666666667,1632.31666666667,1676.31666666667,1720.31666666667
1647.98333333333,1640.65,1596.65,1552.65,1537.98333333333
1761.65,1761.65,1761.65,1761.65,1732.31666666667
2533.25,2533.25,2519.91666666667,2533.25,2533.25
2494.58333333333,2477.25,2482.58333333333,2533.25,643.98333333333
2341.51666666667,2343.25,2379.25,2533.25,214.58333333333
2117.71666666667,1399.05,2269.25,2389.25,2169.25
2660.58333333333,2942.78333333333,2902.78333333333,2986.11666666667,2699.45
3003.45,3056.45,3016.45,3136.45,2936.71666666667
3003.45,3046.20275658667,3021.78333333333,3136.45,3006.05
3017.05,2664.0827794,3101.78333333333,3136.45,3107.11666666667
3269.65,2809.2827794,3240.31666666667,3284.31666666667,3328.31666666667
3294.31666666667,2877.94944606667,3250.31666666667,3206.31666666667,3184.31666666667
3221.98333333333,2810.34560965333,3221.98333333333,3221.98333333333,3199.98333333333
3335.65,2931.1065217,3335.65,3335.65,3335.65
3276.95,2894.4065217,3298.95,3298.95,3298.95
3154.28333333333,2806.4065217,3254.95,3298.95,3274.95
2969.19347824,2843.07318836667,2803.81666666667,3188.95,3192.95
2733.07318836667,2412.60652176,3257.61666666667,3228.28333333333,3152.28333333333
744.03339260667,2672.13333333333,2794.13333333333,2794.13333333333,2794.13333333333
-866.42238966667,2252.73333333333,2902.46666666667,2900.86666666667,2853.86086956
-118.68905633333,2749.13333333333,2907.8,2806.48,2503.2565217
460.23105358667,2562.13333333333,2748.53333333333,2395.66666666667,2488.58985503333
2709.4543244,2995.55,3018.48333333333,3006.75,2724.0065217
2345.98765762667,3051.81666666667,2941.21666666667,2941.21666666667,509.60652198
1354.02674546667,2963.21666666667,1878.61666666667,2881.01666666667,1562.73985523333
1882.36391533333,3019.75,865.75,2024.68333333333,1052.93985533333
1963.17769914667,2555.41446926667,1693.83333333333,1006.36666666667,1133.6882936
2437.13712717333,2348.35868701333,2584.21941402667,2681.3,2162.04724866667
2104.9327794,1447.935558,2643.7478026,1344.38609019067,2169.380582
2044.81527426667,1479.80222466667,2537.21446926667,626.54292466667,2406.80956753333
1397.80436222,842.81889133333,1861.83113593333,1311.4929244,1850.00739363333
905.74944596,982.61881892667,1506.96446937333,1171.32557750667,2060.00355722
598.40386733333,1502.23985503333,1986.4978026,564.34734633333,2044.42131291333
703.070534,1710.5065217,2098.71666666667,803.10442166667,2006.2262576
-493.7499688,519.3565217,832.685034,-327.712245,830.00959096
-539.255723,20.88985511333,-123.44557833333,-270.76666666667,-44.7904086666699
-130.37000880667,303.5565217,-195.77891166667,-801.65299797333,-2706.323742
822.894202893333,298.289855033333,-258.912245,976.742924284667,-1333.15333333333
494.933333333333,-98.010144966667,-796.47891166667,451.3762576,331.533333333333
400.466666666667,127.44347824,264.118367333333,159.042924366667,338.808974546667
384.2,448.2508384,436.2,525.976257618,384.981135933333
342.866666666667,528.339444468667,299.933333333333,403.74100608,360.381135933333
-189.35,8.27406029999997,-118.416666666667,-7.683333333333,23.0978026
-86.051464933333,-1196.85927319333,-82.35,-924.28333333333,62.0978026
-1310.14152678667,-1465.27102374667,5.64999999999998,-1556.68333333333,-2089.70219705333
-1919.19260662667,124.364469266667,23.708752533333,150.67289386,-511.118131493334
-114.0259397,-49.2021974,-107.72245988,-91.2021974,-743.25
-187.2259397,-84.031791066667,-102.359273033333,-132.535530733333,-2883.739796
-278.4737424,-293.140409066667,-248.759273033333,-383.348864066667,-1419.13587126667
-155.787411093333,-128.255793213333,-1573.45995354667,-201.2021974,-1664.11660213333
-378.217399133334,-178.8759397,-3328.17043826667,-137.261171946667,-3485.088185
-450.0521974,-175.722941753333,-1394.99918333333,-28.8333333333333,-1765.25825292
-450.0521974,-204.385530733333,-1053.2035171,-104.77352034,-496.542606366667
-594.0521974,-298.638278093333,-487.609273033334,-245.2759397,-446.2759397
-589.95315186,-435.866666666667,-919.109273053333,-569.309273033334,-2088.33741093333
-391.23766168,-851.666666666667,-1003.50927309333,-554.042606366667,-1379.53216686667
-486.9759397,-1621.78057656,-623.222941753333,-500.709273033333,-373.709273033333
-535.3759397,-2109.46751492667,-573.113109446667,-529.858193293333,-814.17593976
-1119.77593978,-1209.3759399,-478.5411415,-524.597271946667,-535.3759397
-664.709273033333,-1656.44260666667,-537.702313393333,-613.842606366667,-576.709273033334
-649.042606366667,-1723.02294181333,-615.109273033333,-772.042606366667,-736.493444833334
-535.3759397,-772.642606386667,-548.3759397,-548.3759397,-575.434692266667
-535.3759397,-635.909273033333,-548.3759397,-548.3759397,-1068.44260644667
-520.65158096,-714.6959397,-586.509273033333,-611.149273033333,-535.3759397
-517.0237424,-619.5759397,-648.3759397,-579.5359397,-535.3759397
-577.635646726667,-488.3759397,-777.709273033333,-1056.44260642667,-620.709273033333
-553.709273033333,-625.815027653333,-674.7759397,-998.57593978,-685.339126546667
-423.222941753333,-633.9521974,-535.442606366667,-386.822941753333,-410.484210393333
-988.285530626667,-526.705195346667,-505.92722222,-518.54810114,-401.5521974
-445.7521974,-385.157075733333,-278.121582826667,-370.490409066667,-227.885530716667
-260.94725264,-413.8237424,-250.666666666667,-340.490409066667,-80.55219735
-212.333333333333,-181.423742392,-205.466666666667,-447.8237424,-224.552197396667
-284.666666666667,-174.490409058667,-162.666666666667,-344.823742398,-205.643772813333
-154.733333333333,-49,-49,-53.729496948,-49
-56.3333333333333,-49,-49,-49,-49
-159,-122.333333333333,-78.3333333333333,-49,-49
-71,-115,-159,-144.333333333333,-100.333333333333
-90.3333333333333,-90.3333333333333,-90.3333333333333,-134.333333333333,-178.333333333333
-162.666666666667,-162.666666666667,-162.666666666667,-162.666666666667,-162.666666666667
-49,-49,-49,-49,-49
-115,-71,-49,-49,-49
-122.333333333333,-175,-163.666666666667,-103.666666666667,-105
57.7,50.3666666666667,6.366666666667,-37.633333333333,-52.3
16.3666666666667,16.3666666666667,16.3666666666667,16.3666666666667,-12.966666666667
-55.966666666667,-55.966666666667,-55.966666666667,-55.966666666667,-55.966666666667
43.0333333333333,57.7,57.7,57.7,57.7
7,36.333333333333,80.3333333333333,117,117
102.333333333333,58.333333333333,14.333333333333,14.333333333333,58.333333333333
117,117,117,80.3333333333333,36.333333333333
75.6666666666667,75.6666666666667,75.6666666666667,75.6666666666667,75.6666666666667
666.783333333333,666.783333333333,666.783333333333,666.783333333333,666.783333333333
707.116666666667,751.116666666667,780.45,780.45,780.45
714.45,670.45,685.116666666667,729.116666666667,773.116666666667
780.45,780.45,736.45,692.45,670.45
1389.65,1389.65,1389.65,1389.65,1367.65
1348.31666666667,1348.31666666667,1348.31666666667,1348.31666666667,1348.31666666667
1253.98333333333,1275.98333333333,1275.98333333333,1275.98333333333,1275.98333333333
1279.65,1301.65,1345.65,1389.65,1389.65
2012.76666666667,1968.76666666667,1924.76666666667,1910.1,1954.1
2020.1,2020.1,2020.1,1990.76666666667,1946.76666666667
1974.76666666667,2012.1,2014.9,2007.96666666667,1950.76666666667
1365.7,1952.1,1965.76666666667,1965.76666666667,1852.7
2788.91666666667,2886.25,2936.58333333333,2936.58333333333,2904.58333333333
2969.54784044067,2960.58333333333,2954.51666666667,2997.65,1436.25
3051.42625763,3063.25,3026.58333333333,2982.58333333333,1500.85
3051.42625763,3063.25,3063.25,3063.25,3044.25
3510.37625763,3522.2,3522.2,3522.2,3522.2
3445.22733740267,3480.86666666667,3081.06666666667,3477.4,3480.86666666667
3298.53333333333,3313.2,3357.2,3388.2,3408.53333333333
3225.53478258,3478.2,3434.2,3310.88,3376.26666666667
3003.63407276,3528.56666666667,3634.3,3510.98,3447.3
2099.144277,3503.63333333333,3627.36666666667,3626.5,2873.56666666667
1978.144277,2965.68985503333,3088.23333333333,3634.3,1913.96666666667
1170.01094366667,3009.42318836667,3579.96666666667,3592.96666666667,2005.3
-4.75742366667009,2930.1065217,3441.98333333333,2948.45,1886.51666666667
2740.10652176,3244.5065217,3642.38333333333,3484.31666666667,3568.65
3140.1065217,2271.37318860667,3678.65,3140.18333333333,3524.65
3223.1065217,2013.106522,3678.65,676.51231906667,1543.65
1478.19927538667,2680.48652176,1783.69666666667,2775.4065217,2432.68333333333
1852.55,1823.58188412667,1012.1630436,2250.33985511333,3381.61666666667
3202.89868157333,1128.96794946667,2116.73985513333,-246.12681133333,3140.29666666667
2725.79780283667,2442.66446942667,3007.37102888667,342.806522,3376.41666666667
1101.097803,2224.83113593333,1972.94944606667,278.23985531333,1325.41190466667
1766.69780281333,1595.30659354667,1977.2827794,1976.1065217,1250.037755
2133.6520149,955.70442166667,1956.94944606667,1970.47137616,1250.037755
2065.31666666667,877.70442166667,1675.54944606667,1831.06391533333,649.84950553333
1588.99505524,522.11039826667,1220.22298958,1449.09217620533,1277.59802642667
1694.2478026,915.20093072667,1672.8,1925.42406027,1846.376257606
1694.2478026,1803.4240603,1106.73333333333,1404.62406024,221.97625792
1682.78113593333,1698.55739363333,1662.93333333333,977.67316234667,197.97625792
1203.95824208,936.2240603,1036.4,29.5390378,1103.84292426667
1291.26666666667,54.3575476133299,1082.56858485333,-72.71032673333,934.457169706667
1218.93333333333,-506.6,1148.776257608,-43.7693203333301,980.826666666667
1332.6,1251.93333333333,1314.70959096333,973.65380868,1196.13333333333
583.71868159,602.65,-1824.44040866667,333.092924293333,401.65
465.27813799,543.983333333333,327.959590933333,48.892924346667,350.497002026667
-1344.05927331333,-782.68333333333,226.253836373333,261.253836373333,235.8262576
-548.725939866,-647.80107965333,288.925641213333,303.116666666667,55.159590933333
20.310873449333,-72.240409066667,-212.968864066667,-64.75,-396.02245988
75.106257622,-46.8937424,-21.659273033333,36.422161386667,-158.1259397
112.092924282667,31.4262576,83.474060282,29.831135936667,-112.090446886667
-234.193165653333,-112.632494933333,58.540726956667,-285.435530623333,-113.968864066667
-2356.4,-238.84175792,-12.927222214,-373.171862053333,-313.67362632
-471.733333333333,-266.062029706667,-81.392327253333,-2726.23564693333,-200.866666666667
-144.266666666667,-788.442606426667,-144.266666666667,-1403.09040866667,-316.22087896
-316.06465172,-278.442606366667,-47.427838613333,-2790.55707533333,-671.485530653333
-566.902197346667,-513.112606366667,-214.435530733333,-3819.90707533333,-790.694524633333
-361.1021974,-227.907075733333,-393.235530733333,-1980.70707546667,-458.9259397
-348.121862013333,-302.156839973333,-962.671893586667,-488.65599592,-1975.92321896
-1650.79260666667,-1408.87151833333,-1569.20485166667,-2437.30707533333,-1685.60485166667
-1358.3759399,-1651.36060586667,-1683.53946686667,-2525.93912678,-1683.47043826667
-540.709273033334,-1742.3841068,-1630.77426553333,-2854.37594,-1306.11892332
-535.909273033334,-1267.47863502667,-1706.32151833333,-1344.97593982,-475.7759397
-1028.44260644667,-547.939126546667,-1667.72151833333,-557.25435688,-1094.68143450667
-1057.77593978,-524.442606366667,-1821.39585378,-412,-951.557075653333
-615.924044733333,-525.1759397,-576.709273033334,-393.5491616,-545.157075733333
-1149.239418,-662.042606366667,-621.697368706667,-574.339126546667,-617.490409066667
-1574.85275133333,-621.709273033333,-549.984914293333,-1011.50927311333,-502.247243413333
-937.519418,-610.909273033333,-645.3759397,-630.709273033333,-2529.38441293333
-987.906084666667,-535.3759397,-535.3759397,-1489.37593982,-2787.43246013333
-1153.439418,-535.3759397,-535.3759397,-535.3759397,-579.5359397
-1647.58608466667,-560.442606366667,-576.709273033334,-576.951302026667,-576.709273033334
-1119.58608466667,-671.042606366667,-897.2959398,-1018.09264008,-649.042606366667
-1009.31150386667,-645.3759397,-3110.69594,-924.276811553333,-454.442606366667
-839.890730913333,-533.250279193333,-1567.42294186667,-869.876811633333,-506.62087896
-799.922563193333,-535.3759397,-1052.16813133333,-880.276811633333,-428.05769212
-581.62374232,-300.177954653333,-49,-696.5434783,-215.5521974
-124.890409046667,-223.157075733333,-90.3333333333333,-673.3434783,-196.81886406
-284.490409066667,-376.157075733333,-199.333333333333,-689.210144966667,-194.218864053333
-75.4904090406667,-238.91391008,-151.666666666667,-645.676811633333,-120.287545606667
-59.2472433873333,-105.466666666667,-49,-490.210144966667,-129.666666666667
-49,-49,-49,-237.78695654,-49
-49,-49,-49,-49,-49
-163.666666666667,-119.666666666667,-90.3333333333333,-90.3333333333333,-90.3333333333333
-228.666666666667,-272.666666666667,-258,-214,-170
-49,-49,-93,-137,-159
-49,-49,-49,-49,-71
-49,-49,-49,-49,-49
22.45,44.45,44.45,44.45,44.45
-106.883333333333,-84.883333333333,-40.883333333333,3.1166666666667,3.1166666666667
-76.55,-120.55,-164.55,-179.216666666667,-135.216666666667
44.45,44.45,44.45,15.1166666666667,-28.883333333333
109.25,109.25,109.25,109.25,109.25
109.25,109.25,109.25,109.25,109.25
28.583333333333,72.5833333333333,109.25,109.25,109.25
9.25,-34.75,-34.75,9.25,53.25
715.983333333333,715.983333333333,679.316666666667,635.316666666667,605.983333333333
829.65,829.65,829.65,829.65,814.983333333333
829.65,829.65,829.65,829.65,829.65
800.316666666667,829.65,829.65,829.65,829.65
1664.1,1678.76666666667,1722.76666666667,1766.76666666667,1774.1
1732.76666666667,1688.76666666667,1644.76666666667,1622.76666666667,1659.43333333333
1660.43333333333,1660.43333333333,1660.43333333333,1638.43333333333,1594.43333333333
1774.1,1774.1,1774.1,1774.1,1774.1
2564.95,2564.95,2564.95,2564.95,2564.95
2476.95,2520.95,2564.95,2564.95,2564.95
2513.61666666667,2469.61666666667,2454.95,2498.95,2542.95
2523.61666666667,2523.61666666667,2494.28333333333,2450.28333333333,2413.61666666667
3043.58333333333,3038.25,3067.58333333333,3067.58333333333,2944.78333333333
3154.58333333333,3141.25,3181.25,3181.25,3063.58333333333
3144.58333333333,3170.58333333333,3157.05,3181.25,3084.91666666667
3078.58333333333,3038.58333333333,3001.58333333333,3166.58333333333,3088.58333333333
3581.6,3468.53333333333,3379.93333333333,3471.6,3500.93333333333
3540.26666666667,3430.6,3419.26666666667,3525.6,3481.6
3068.13333333333,3336.93333333333,3340,3458.4,3411
3578.93333333333,3450.6,3499.51245439333,3568.6,3459.6
2324.19157562667,3512.16666666667,3242.81446938333,3681.5,3149.02520332
260.41446966667,3568.56666666667,3539.9478026,3021.03716986667,3097.61199714667
2194.54780286,3681.5,3640.08113597333,2101.276258,3014.580582
3608.61446930333,3640.16666666667,3621.61446930333,2210.00959130867,1349.91391533333
3510.59157541667,3530.63333333333,3478.00549472,835.108126,2258.31391533333
3600.3,3103.7,3535.3,730.12406,2813.40842053333
3543.63333333333,867.7,3469.3,3023.03389258,3103.33685706
2219.63333333333,3627.96666666667,3461.96666666667,2128.08113633333,3151.7565217
1273.65,2842.05,3119.85,2402.99180687333,2701.66476386
746.11666666667,3200.51666666667,3078.51666666667,3047.76160588667,2805.23838234667
2886.18333333333,3126.45,3111.91666666667,2983.84219183333,2975.63113593333
2878.51666666667,3170.18333333333,3227.18333333333,3076.4740603,1649.89780284
2776.96666666667,2922.01245438667,2886.36868156,2822.9240603,2039.4144694
2948.3,2983.74780265,2969.08113597667,2933.35163903667,2872.67912104
2994.8410061,2983.74780265,2962.75163904333,2995.171303666,3003.9
2964.62552518467,2352.42127217,2776.3240603,2943.59072694467,2864.96666666667
1983.3240603,1030.535558,1911.05739363333,2160.98175238133,2016.04892021333
1532.70501249333,984.60222466667,1953.99072696667,2178.20959094333,2058.8762576
1021.65306266667,1034.8807954,1988.66929796,169.17479264,1960.40959093333
1029.535558,1437.95850333333,2046.48245627333,1601.99072688667,2123.8762576
218.41889133333,1323.65,1195.2978026,1289.65463696,1299.8262576
273.70442166667,1145.25,421.64882322667,1250.76446926667,1266.3754192
769.738435333333,1103.98333333333,25.8188913333302,1220.925140032,1242.71666666667
1403.31666666667,921.132253630667,57.7959974,1339.515818134,1280.65
518.60355724,436.4262576,-413.9409936,103.085964710667,353.916666666667
330.607393633333,423.092924266667,-68.107075653333,526.87406027,449.25
270.8740603,392.959590933333,285.679004986667,441.940726964667,449.25
179.540726966667,364.759590933333,239.8740603,394.540726966667,407.916666666667
-257.159273033334,-147.312830293333,-257.159273033334,-49.335530733333,-133.225091253334
-29.962955586667,28.55,-44.6021974,-11.916107393333,-564.735530626667
142.283333333333,14.616666666667,127.46446929,161.215818154,-637.668863933333
174.75,21.55,200.411721943333,159.107393633333,-1715.66886372
-22.683333333333,-115.44424544,105.783333333333,-70.7259397,-65.147985106667
-167.471582826667,-2158.97374208,-33.016666666667,-107.329776113333,-64.640409066667
-1860.44040874667,-784.97374232,-2332.01666666667,-667.70219732,-1345.37374221333
-1731.08418154,-267.907075733333,-1966.88333333333,-214.5021974,-2269.10707533333
-180.542606368667,-296.390409066667,-116.3,-264.891025453333,-1521.123742
-141.342606366667,-712.19424536,-72.1666666666667,-614.966666666667,-1162.63227273333
-233.82485996,-371.46,-613.966666666667,-1361.53809533333,-252.0521974
-396.29536304,-458.531611426667,-663.624358786667,-1505.112245,-426.50644278
-605.088394113333,-425.466107393333,-643.88960842,-2151.67891166667,-660.869273033333
-508.3759397,-500.309273033334,-505.7759397,-2384.88227733333,-443.709273033333
-599.362606366667,-543.042606366667,-519.042606366667,-2752.77593998,-423.539126546667
-563.042606366667,-534.76202042,-572.029273033334,-535.3759397,-460.357075733333
-655.7759397,-584.490409066667,-444.24462132,-544.909273033334,-2595.95707538667
-536.269943806667,-627.493444833333,-556.27245988,-692.3759397,-608.60156164
-645.101358933333,-649.042606366667,-528.042606366667,-691.615027653334,-1022.53512742667
-1068.44260644667,-535.3759397,-1035.76260644667,-536.5521974,-1665.988185
-538.842606366667,-1068.44260644667,-495.042606366667,-528.59536304,-1798.30847473333
-621.709273033333,-500.1759397,-535.3759397,-535.3759397,-2180.931663
-614.3759397,-524.3759397,-630.709273033333,-586.709273033334,-2384.809214
-587.605793213333,-536.3759397,-620.709273033333,-664.709273033333,-1028.80167165333
-762.042606466666,-693.202606366667,-630.805793213334,-649.5759397,-947.2800888
-535.3759397,-579.5359397,-438.5759397,-1073.30927311333,-1440.519418
-557.3759397,-530.64644278,-535.3759397,-546.799440726667,-939.919418
-624.902313393333,-889.909273073334,-579.3759397,-879.65027916,-939.919418
